Country,InstName,Article Citation Count
Brazil,Federal Institute of Science and Technology of Minas Gerais,1
Brazil,Federal Institute of Technology of Ceara,3
Brazil,Federal Rural University of Pernambuco,31
Brazil,Federal Technological University of Parana--UTFPR,3
Brazil,Federal University of ABC,14
Brazil,Federal University of Alagoas,1
Brazil,Federal University of Amazonas,1
Brazil,Federal University of Bahia,0
Brazil,Federal University of Campina,14
Brazil,Federal University of Campina Gra,9
Brazil,Federal University of Campina Grande,608
Brazil,Federal University of Ceara,758
Brazil,Federal University of Ceara Technology Center,2
Brazil,Federal University of Espirito Santo,3
Brazil,Federal University of Goias,19
Brazil,Federal University of Itajuba,39
Brazil,Federal University of Juiz of Fora,136
Brazil,Federal University of Minas Gerais,297
Brazil,Federal University of Pampa,6
Brazil,Federal University of Paraiba,110
Brazil,Federal University of Paraiba Cidade Universitaria,12
Brazil,Federal University of Paraiba--UFPB,0
Brazil,Federal University of Parana,11
Brazil,Federal University of Pernambuco,15
Brazil,Federal University of Piaui,17
Brazil,Federal University of Rio Grande do Sul,104
Brazil,Federal University of Rio of Janeiro,63
Brazil,Federal University of Salta Catarina,26
Brazil,Federal University of Santa Catarina,1261
Brazil,Federal University of Santa Maria,968
Brazil,Federal University of Santa Maria  Santa Maria,0
Brazil,Federal University of Sao Francisco Valley,5
Brazil,Federal University of Sao Joao del,33
Brazil,Federal University of Sao Joao del Rei,96
Brazil,Federal University of Sao Joao del Rei/CEFET,5
Brazil,Federal University of Sao Paulo,6
Brazil,Federal University of Techno,28
Brazil,Federal University of Technology,45
Brazil,Federal University of Technology Parana,9
Brazil,Federal University of Technology of Paran',28
Brazil,Federal University of Technology of Parana,7
Brazil,Federal University of Technology--Parana,38
Brazil,Federal University of Technology-Parana,210
Brazil,Federal University of Triangulo Mineiro,9
Brazil,Federal University of Uberlandia,9
Brazil,Federal University of Uberlandia UFU,38
Brazil,Federal University of Vicosa,28
Brazil,Federal University of the Paraiba,8
Brazil,Fluminense Federal University,25
Brazil,"Fundacao Centro of Pesquisa e Desenvolvimentoem Telecomunicacoes, CPqD, Sao Paulo, Brazil",15
Brazil,"Graduate Program in Microelectronics , Univesidade Federal do Rio Grande do Sul , Porto Alegre, Brazil",5
Brazil,Graduate Program on Electronics and Computing at Catholic University of Pelotas,4
Brazil,"Hydroelectric Co. of San Francisco, Recife, Brazil",43
Brazil,"Hydroelectric Company of San Francisco, Recife, PE, Brazil",6
Brazil,"IPEN, CNEN/SP, Sao Paulo, Brazil",50
Brazil,"IPEN/CNEN, SP, Cidade Universitaria, Sao Paulo, Brazil",15
Brazil,"ITT Chip, UNISINOS, Sao Leopoldo, Brazil",3
Brazil,Institute for Advanced Studies,6
Brazil,Institute for Energetic and Nuclear Research,35
Brazil,Institute of Advanced Studies,36
Brazil,Instituto Federal Catarinense,32
Brazil,Instituto Federal of Educacao,7
Brazil,Instituto Federal of Educacao Ciencia e Tecnologia do Rio Grande do Norte,1
Brazil,Instituto Federal of Santa Catarina,0
Brazil,Instituto Militar of Engenharia,34
Brazil,Instituto Nacional of Ciencias e Tecnologia of Nanodispositivos Semicondutores,12
Brazil,Instituto Nacional of Pesquisas Espaciais,22
Brazil,Instituto of Estudos Avancados,7
Brazil,"Instituto of Fisica ""Gleb Wataghin",1
Brazil,"Instituto of Fisica ""Gleb Wataghin""",0
Brazil,Instituto of Fisica Gleb Wataghin,25
Brazil,Instituto of Fisica GlebWataghin Unicamp,20
Brazil,Instituto of Pesquisas Energeticas e Nucleares,31
Brazil,Instituto of Pesquisas Energeticase Nucleares,0
Brazil,"Jacto S/A, Pompeia, Brazil",68
Brazil,"LACTEC UFPR/Copel, Curitiba, Parana, Brazil",14
Brazil,"Laboratorio Nacional of Luz Sincrotron, 13084, 971, Campinas, SP, Brazil",1
Brazil,"Laboratorio of Filmes Semicondutores, Departamento of Fisica Unesp, Bauru, 17099, 360, Bauru, SP, Brazil",1
Brazil,Lutheran University of Brazil,16
Brazil,Mackenzie Presbyterian Institute,17
Brazil,Mackenzie Presbyterian University,6
Brazil,National Center for Advanced Electronic Technology  Microelectronics S.A.,23
Brazil,National Institute for Space Research,42
Brazil,National Institute for Space and Research,6
Brazil,National Institute of Telecommunications,6
Brazil,Nuclear Instrumentation Laboratory,0
Brazil,"PUC, Rio, Rio of Janeiro, Brazil",3
Brazil,Parana Federal University of Technology,21
Brazil,Pontific Catholic University,23
Brazil,Pontifical Catholic University of Rio of Janeiro,52
Brazil,Pontificia Universidade Catolica,32
Brazil,Pontificia Universidade Catolica do Parana,0
Brazil,Pontificia Universidade Catolica do Rio Grande do Sul,11
Brazil,Pontificia Universidade Catolica do Rio of Janeiro,5
Brazil,"Post, Graduate Program in Electrical Engineering, COPELE, Campina Grande, Brazil",6
Brazil,Research and Development Center in Telecommunications,36
Brazil,"Rodovia Campinas, Mogi Mirim, CPQD, Sao Paulo, Brazil",39
Brazil,Santa Catarina State University,9
Brazil,Sao Paulo State University,89
Brazil,Sao Paulo State University Julio of Mesquita,21
Brazil,Sao Paulo State University--UNESP,2
Brazil,Sao Paulo State University-UNESP,4
Brazil,Science and Technology. Federal University of Jequitinhonha and Mucuri's Valleys,1
Brazil,"Scients company, Igarassu, Brazil",4
Brazil,State University of Campinas,190
Brazil,State University of Campinas UNICAMP,7
Brazil,State University of Londrina,27
Brazil,State University of Ponta Grossa,16
Brazil,State University of Sao Paulo,68
Brazil,State University of sao Paulo,2
Brazil,Technological Federal University of Parana,6
Brazil,Technological Institute of Aeronautics,12
Brazil,"The Department of Microwaves and Optics , Faculty of Electrical and Computer Engineering, Sao Paulo, Brazil",61
Brazil,"UFMG Av. Antonio Carlos 6627, Belo Horizonte, Brazil",5
Brazil,UFRGS Universidade Federal do Rio Grande do Sul,18
Brazil,"UFRGS, Porto Alegre, Brazil",69
Brazil,UNICAMP University,5
Brazil,Unisinos University,1
Brazil,"Univ. Fed. of Santa Catarina, Florianopolis, Brazil",3
Brazil,Universidade Catolica of Pelotas,20
Brazil,Universidade Estadual Paulista,14
Brazil,Universidade Estadual of Campinas,80
Brazil,Universidade Estadual of Campinas UNICAMP,4
Brazil,Universidade Federal Fluminense,32
Brazil,Universidade Federal da Paraiba,19
Brazil,Universidade Federal do ABC,0
Brazil,Universidade Federal do Amazonas,1
Brazil,Universidade Federal do Ceara,35
Brazil,Universidade Federal do Maranhao,53
Brazil,Universidade Federal do Parana,70
Brazil,Universidade Federal do Rio Grande do Norte,1
Brazil,Universidade Federal do Rio Grande do Sul,112
Brazil,Universidade Federal do Rio Grande do Sul--PPGC/PGMicro,9
Brazil,Universidade Federal do Rio of Janeiro,85
Brazil,Universidade Federal do Triangulo Mineiro,0
Brazil,Universidade Federal of Campina Grande,3
Brazil,Universidade Federal of Itajuba,1
Brazil,Universidade Federal of Juiz of Fora,14
Brazil,Universidade Federal of Mato Grosso do Sul,83
Brazil,Universidade Federal of Minas Gerais,364
Brazil,Universidade Federal of Pelotas,6
Brazil,Universidade Federal of Pernambuco,73
Brazil,Universidade Federal of Santa Catarina,165
Brazil,Universidade Federal of Santa Maria,13
Brazil,Universidade Federal of Sao Carlos,19
Brazil,Universidade Federal of Sao Joao Del Rei,86
Brazil,Universidade Federal of Sao Joao del,0
Brazil,Universidade Federal of Sao Paulo,28
Brazil,Universidade Federal of Sergipe,9
Brazil,Universidade Federal of Uberlaandia,31
Brazil,Universidade Federal of Uberlandia,0
Brazil,Universidade Federal of Viccosa,19
Brazil,Universidade Federal of Vicosa,154
Brazil,Universidade Metodista of Sao Paulo,3
Brazil,Universidade Presbiteriana Mackenzie,30
Brazil,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,251
Brazil,Universidade Regional of Blumenau,5
Brazil,Universidade Tecnologica Federal do Parana,67
Brazil,Universidade do Estado do Rio of Janeiro,33
Brazil,Universidade do Estado of Santa Catarina,19
Brazil,Universidade of Brasilia,44
Brazil,Universidade of Caxias do Sul,114
Brazil,Universidade of Pernambuco,2
Brazil,Universidade of Sao Paulo,123
Brazil,Universidade of Sao Paulo Campus of Sao Carlos,3
Brazil,University Center of FEI,9
Brazil,University Estadual Paulista,23
Brazil,University Federal of Santa Maria,18
Brazil,University of Brasilia,216
Brazil,University of Campinas,415
Brazil,University of Fortaleza,34
Brazil,University of Passo Fundo,15
Brazil,University of Rio Grande do Sul,39
Brazil,University of Sao Paulo,666
Brazil,University of Sao Paulo at Sao Carlos,2
Brazil,University of sao Paulo,2
Brazil,Wernher von Braun Center for Advanced Research,48
Brunei Darussalam,"Electrical and Electronic Engineering Programme Area, Faculty of Engineering, Universiti Teknologi Brunei, Brunei, Brunei Darussalam",3
Brunei Darussalam,Institut Teknologi Brunei,2
Bulgaria,"Faculty of Physics, Sofia, Bulgaria",53
Bulgaria,Georgy Nadjakov Institute of Solid,2
Bulgaria,Institute of Solid State Physics,0
Bulgaria,"Mining Production University of Mining and Geology ""St. Ivan Rilski",1
Bulgaria,Plovdiv University,9
Bulgaria,Sofia University,44
Bulgaria,Technical University of Gabrovo,126
Bulgaria,Technical University of Sofia,107
Bulgaria,University of Sofia,75
Canada,"5N Plus Inc., Montreal, QC, Canada",155
Canada,"5N Plus, Inc., Saint Laurent, QUE, Canada",10
Canada,"AEREX Avionics, Inc., Breakeyville, QUE, Canada",0
Canada,"AK Electromagn. Inc., Dollard, des, Ormeaux, Que., Canada",1
Canada,"AMEC, Vancouver, Canada",30
Canada,Advanced Electronics and Photonics Research Center,38
Canada,Advanced Electronics and Photonics Research Centre,28
Canada,"Advanced Laser Design, Bookham, Inc., Kanata, ONT, Canada",23
Canada,"Advanced Micro Devices, Inc., Markham, ONT, Canada",11
Canada,Advanced Photonics Concepts Laboratory,3
Canada,Advanced Research Center,69
Canada,Advanced Technology Laboratory,8
Canada,"Alcatel, Lucent, Ottawa, ON, Canada",5
Canada,"Analog Devices, Inc., Toronto, ONT, Canada",2
Canada,"ArtIC Photonics Inc., Ottawa, ON, Canada",2
Canada,"Axis Photonique, Varennes, QC, Canada",6
Canada,"Azastra Opto Inc., Ottawa, ON, Canada",19
Canada,"BC Hydro, Burnaby, BC, Canada",52
Canada,BTI Photonic Systems,23
Canada,"Biophage Pharma, Inc., Montreal, QUE, Canada",28
Canada,Bishop''s University,2
Canada,"Bookham Technology , Kanata, ONT, Canada",208
Canada,"Bookham Technology , Nepean, ONT, Canada",3
Canada,"Bookham Technology , Ottawa, ONT, Canada",11
Canada,"Bookham Technology Ottawa, Ontario, ONT, Canada",11
Canada,"Bookham Technology, Nepean, ONT, Canada",54
Canada,Broadcom Semiconductors,0
Canada,Broadcom Semiconductors ULC,19
Canada,CC Link Corporation,8
Canada,"CMC Microsystems, Montreal, QC, Canada",3
Canada,"CMC Microsystems, Ottawa, ON, Canada",13
Canada,"Camm Consulting, Vancouver, BC, Canada",12
Canada,Canadian Nuclear Laboratories,6
Canada,"CanmetENERGY, Varennes, QC, Canada",0
Canada,Carleton University,1057
Canada,Center for Applied Research on Polymers and Composites,20
Canada,Center for Operational Research and Analysis,230
Canada,Centre Hospitalier of L'Universite of Montreal,7
Canada,Centre for Adv. Nanotechnol.,0
Canada,Centre for Electrophotonic Materials and Devices,10
Canada,"Ceridian Canada, North York, Canada",14
Canada,"Chipworks, Inc., Ottawa, ONT, Canada",9
Canada,"Ciena Corp., Ottawa, Canada",7
Canada,Ciena Corporation,36
Canada,Cisco Systems,49
Canada,"Clarovita Nutrition, Inc., Montreal, QUE, Canada",74
Canada,Communication Research Center,12
Canada,Communication Research Centre,16
Canada,Communications Rcscarch Centre,82
Canada,Communications Research Centre,11
Canada,Communications Research Centre Canada,2
Canada,Concordia University,778
Canada,"Crosslight Software, Inc., Vancouver, BC, Canada",29
Canada,"DALSA Digital Imaging, Waterloo, ONT, Canada",8
Canada,DALSA Semiconductor,38
Canada,Dalhousie University,91
Canada,Defence Research Establishment,22
Canada,Defence Research Establishment Ottawa,42
Canada,Defence Research and Development Canada,109
Canada,Defense Research Establishment Ottawa,97
Canada,Dell Technologies,2
Canada,Department of Electrical Engineering and Institute of Biomedical Engineering,8
Canada,Department of Electrical and Computer Engineering and the Centre for Optics,14
Canada,"Department of Electrical and Computer Engineering, Royal Military College of Canada, Kingston, ONT, Canada",30
Canada,"Department of Electrical and Computer Engineering, Universite Laval, QUE, Canada",18
Canada,Department of Medium Voltage Research and Development,116
Canada,"Department of Physique, Universite of Montreal, Montreal, QUE, Canada",26
Canada,"Dept. of Elect. and Comp. Engrg., Univ. of Waterloo, Waterloo, Ontario, Canada",22
Canada,"Dept. of Electr. & Comput. Eng., McMaster Univ., Hamilton, Ont., Canada",43
Canada,"Dept. of Medium Voltage R&D, Rockwell Autom. Canada, Cambridge, ON, Canada",116
Canada,"Dept. of Phys., Simon Fraser Univ., Burnaby, BC, Canada",3
Canada,Dolphin Integration GmbH,11
Canada,"EPOWER, Electrical and Computer Engineering, Murata Power Solutions, Toronto, ONT, Canada",217
Canada,"ESS Technology, Kelowna, BC, Canada",3
Canada,"ETS, Genie electrique, Montreal, QC, Canada",13
Canada,Ecole Polytechnique,2
Canada,Ecole Polytechnique Montreal,5
Canada,Ecole Polytechnique of Montreal,215
Canada,Ecole of Technologie Superieure,453
Canada,Ecole of technologie superieure,121
Canada,Ecole of technologiesuperieure,30
Canada,"ElectroPhotonic, IC Inc., Ottawa, ON, Canada",1
Canada,Emerging Memory Technologies,0
Canada,Energy Systems,1
Canada,"Ericsson Canada Inc., Ottawa, Canada",42
Canada,"Ericsson Canada Inc., Ottawa, ON, Canada",53
Canada,"Ericsson Canada, Inc., Kanata, ON, Canada",12
Canada,"Ericsson Canada, Inc., Ottawa, ON, Canada",14
Canada,"Ericsson Canada, Ottawa, Canada",1
Canada,"Ericsson Canada, Ottawa, ON, Canada",3
Canada,"Exfo, Inc., Quebec, QUE, Canada",18
Canada,Exro Technologies,9
Canada,"FCI Canada, Dorval, QUE, Canada",5
Canada,"Focus Microwaves, Montreal, Canada",42
Canada,"Focus Microwaves, Montreal, QC, Canada",47
Canada,GaN Systems,63
Canada,GaN Systems Inc,20
Canada,GaN Systems Inc.,152
Canada,"Genia Photonics, Laval, Canada",2
Canada,"Genia Photonics, Laval, QC, Canada",3
Canada,Gennum Corporation,35
Canada,"Genoptic LED Inc., Calgary, AB, Canada",3
Canada,Goal Semiconductor,0
Canada,"Google, Kitchener, Canada",14
Canada,Grames Research Center,348
Canada,"Granite Semicom, Inc., Toronto, ONT, Canada",156
Canada,"HYPRES, Canadian Light Source, Saskatoon, Canada",10
